,angle,lObjDetected,p1Detected,fObjDetected,p5Detected,rObjDetected,vlm_feedback,prev_action,action
5395,-0.958948079,0,1,0,0,1,none,1,0
5396,1.206317827,1,1,1,0,0,right,1,0
5397,-2.148706549,0,0,1,1,1,left,2,0
5398,-0.641762151,0,1,0,1,1,none,0,0
5399,1.76790074,0,0,0,0,0,none,2,2
5400,-0.405247703,0,0,0,1,0,none,2,0
5401,2.598029549,0,1,1,1,1,both,2,2
5402,-0.550813737,1,0,0,1,1,none,0,0
5403,0.573494352,1,0,1,0,1,left,2,0
5404,1.527422083,1,1,1,0,0,both,0,2
5405,0.228974291,0,0,0,1,1,none,2,0
5406,2.172307647,1,0,1,0,0,left,2,0
5407,-0.11364728,1,0,0,0,0,none,1,0
5408,1.336462899,1,1,1,0,1,right,1,0
5409,2.646997086,1,0,1,0,1,right,2,2
5410,2.428031884,0,0,0,0,1,none,1,0
5411,-0.749723242,1,1,0,0,0,none,2,0
5412,1.55364231,0,1,0,1,0,none,0,0
5413,2.908410818,0,0,1,1,1,left,1,1
5414,2.488356034,1,1,1,1,0,both,2,2
5415,0.503022239,1,0,0,1,0,none,2,0
5416,3.037458496,1,1,1,0,0,right,0,2
5417,0.854853109,0,0,0,0,0,none,0,2
5418,-1.282844106,1,1,1,1,0,both,1,1
5419,2.368963166,1,1,0,0,0,none,1,0
5420,-1.415267444,0,1,1,1,0,right,2,2
5421,0.004317691,0,1,1,1,0,left,1,1
5422,-0.897011985,1,0,0,1,0,none,1,0
5423,-1.693704847,1,1,1,0,0,left,1,1
5424,-1.308801552,1,0,1,1,1,both,0,1
5425,-0.348560071,1,0,0,0,1,none,1,0
5426,0.128468193,0,0,1,0,0,both,1,0
5427,-3.033450604,0,0,0,0,0,none,2,0
5428,1.740096949,1,0,1,0,1,both,1,0
5429,-1.809415415,0,1,0,1,1,none,1,0
5430,-1.878184622,0,0,0,0,0,none,1,1
5431,-2.274281401,1,1,0,0,1,none,0,0
5432,2.569247599,1,1,0,1,0,none,1,0
5433,2.083176154,1,0,0,0,0,none,0,2
5434,2.314604468,1,0,1,1,1,right,0,2
5435,0.144981735,1,1,0,1,0,none,0,0
5436,-2.488424141,0,0,1,1,1,both,1,1
5437,0.004439217,1,1,1,1,1,right,2,2
5438,1.943913953,0,0,1,0,0,both,2,2
5439,-0.838515665,1,0,0,1,1,none,1,0
5440,-0.293292317,1,1,0,0,1,none,0,0
5441,3.084920343,0,1,1,1,1,left,1,1
5442,1.09837028,0,0,0,0,1,none,0,0
5443,-1.944453971,0,0,1,1,1,right,2,2
5444,-2.715448763,1,0,1,0,0,both,0,1
5445,-2.218528748,1,0,0,1,0,none,0,0
5446,2.407399543,0,1,1,1,0,left,2,0
5447,2.273184769,0,1,1,1,0,both,2,2
5448,1.25187156,1,1,0,0,1,none,2,0
5449,-0.395770625,0,1,1,0,1,right,1,0
5450,2.06239965,0,1,1,1,1,both,0,2
5451,0.527544609,0,1,0,1,1,none,0,0
5452,-2.767347714,0,0,0,1,1,none,0,1
5453,-0.347152785,1,1,1,1,1,both,1,1
5454,-2.359556076,0,1,1,0,0,left,1,1
5455,2.891716188,0,1,1,0,0,both,2,2
5456,-2.648910604,1,0,1,1,1,both,1,1
5457,-0.338165234,1,1,0,0,1,none,0,0
5458,0.776803271,0,0,1,1,1,left,0,1
5459,-2.162055244,1,0,0,1,1,none,0,0
5460,-1.335053663,0,1,0,1,1,none,0,0
5461,2.577010481,0,1,0,1,0,none,2,0
5462,-1.835760854,0,0,1,0,0,right,2,2
5463,-1.938613305,0,0,0,1,0,none,0,1
5464,0.189956317,1,1,0,0,1,none,1,0
5465,2.268471976,1,1,1,1,0,right,0,2
5466,-3.136881646,1,1,1,1,1,both,0,1
5467,-2.672222878,1,1,1,0,1,left,2,0
5468,-2.916403233,0,0,0,0,1,none,2,0
5469,0.011567189,1,0,0,1,0,none,2,0
5470,-0.083880808,1,1,1,0,1,both,0,1
5471,-2.036624309,0,0,0,0,0,none,0,1
5472,0.553096465,1,0,1,1,1,right,0,2
5473,1.151100883,1,0,1,0,0,left,2,0
5474,-3.032691928,1,1,1,0,1,right,0,2
5475,2.759425888,1,0,1,1,0,right,0,2
5476,-0.080353411,0,0,0,0,0,none,1,0
5477,-0.700179573,1,1,1,1,1,both,2,0
5478,2.784372895,0,1,1,0,0,right,0,2
5479,1.582707718,1,1,1,0,0,both,2,2
5480,-1.26030693,0,0,1,1,1,left,1,1
5481,-1.232858758,0,0,0,1,1,none,1,1
5482,-0.136100524,0,1,0,0,0,none,1,0
5483,0.450937652,0,1,1,1,0,left,1,1
5484,-0.505691179,0,0,1,0,0,left,2,0
5485,2.793758446,0,0,0,1,0,none,0,0
5486,-1.5311766,1,0,1,0,0,both,0,1
5487,-2.54182966,0,1,0,0,0,none,0,0
5488,2.504149952,1,0,1,0,0,left,0,1
5489,1.156513881,0,0,0,0,1,none,0,0
5490,-1.262809364,0,1,0,0,1,none,1,0
5491,-1.892975204,1,0,0,0,1,none,1,0
5492,-2.195755794,0,0,1,0,0,right,2,2
5493,-0.425578065,1,0,1,1,0,right,2,2
5494,1.478463136,1,0,1,0,0,left,0,1
5495,2.352100296,1,1,0,1,1,none,0,0
5496,-1.592335543,0,1,1,1,1,left,2,0
5497,-2.847739643,1,0,0,1,1,none,0,0
5498,1.240591545,1,0,1,1,1,both,0,2
5499,-0.560488651,1,1,0,0,1,none,1,0
5500,-2.220341172,1,1,1,0,0,both,1,1
5501,1.670774289,1,1,0,0,1,none,1,0
5502,-2.896892255,1,0,0,1,1,none,1,0
5503,1.674755162,0,0,1,1,1,left,0,1
5504,1.858552661,1,0,1,0,0,left,1,1
5505,-2.33805287,0,0,0,0,1,none,1,1
5506,0.631706042,0,0,1,0,0,left,1,1
5507,1.924176116,0,1,1,1,1,right,0,2
5508,1.064499731,1,1,1,0,1,right,1,0
5509,-1.806131341,0,1,1,0,0,left,0,1
5510,1.467416013,0,0,0,0,1,none,1,0
5511,-1.232217868,1,1,1,0,0,both,0,1
5512,0.040930427,0,1,0,1,0,none,2,0
5513,3.004549617,0,0,0,1,1,none,0,0
5514,1.822583985,0,0,1,1,1,left,2,0
5515,-1.683927131,0,1,1,0,0,both,1,1
5516,0.489562007,0,0,0,1,0,none,1,0
5517,-0.420694054,0,1,1,0,0,right,1,0
5518,-1.464207984,0,0,1,1,1,both,2,0
5519,2.325562757,0,1,1,1,0,right,0,2
5520,2.693422055,0,0,0,0,1,none,2,0
5521,-3.015263506,0,1,1,0,0,left,2,0
5522,-0.658496505,1,1,0,1,1,none,2,0
5523,-2.961170893,0,0,1,0,0,left,2,0
5524,1.895190507,0,0,0,1,1,none,2,0
5525,-0.913384945,0,1,0,0,0,none,0,0
5526,0.276287188,0,0,1,0,1,both,1,0
5527,-2.040686851,0,1,0,0,1,none,1,0
5528,-2.789931363,1,1,1,0,1,left,1,1
5529,1.106959078,0,1,0,1,1,none,1,0
5530,-2.905872644,1,1,0,1,0,none,1,0
5531,-2.18395682,1,0,1,1,0,both,2,0
5532,-2.64821865,1,0,0,0,0,none,1,0
5533,-2.089874946,1,1,0,1,1,none,1,0
5534,-2.389645776,1,0,1,1,1,right,2,2
5535,1.239831537,1,0,1,1,1,right,1,0
5536,-2.147225588,0,1,0,1,0,none,2,0
5537,-2.515106581,1,1,0,1,1,none,2,0
5538,-1.617683746,1,1,1,0,1,left,0,1
5539,1.348742313,1,1,1,0,0,right,1,0
5540,-0.41042169,1,0,0,0,1,none,2,0
5541,1.372881733,0,0,0,1,0,none,0,0
5542,2.116354676,0,1,0,1,0,none,2,0
5543,-0.623869608,0,0,1,1,0,right,1,0
5544,0.793577886,0,0,1,1,0,right,2,2
5545,-2.87411402,0,0,1,1,0,right,1,0
5546,-0.399149316,1,0,0,1,0,none,0,0
5547,-2.23496787,1,1,1,1,0,both,2,0
5548,0.395793253,1,0,0,0,0,none,2,0
5549,-1.797684063,1,0,0,0,1,none,0,0
5550,1.814873712,1,0,1,1,0,both,0,2
5551,-0.651274483,1,1,0,1,1,none,2,0
5552,-0.29507071,1,1,1,0,1,both,1,1
5553,-1.757820348,0,0,0,0,0,none,0,1
5554,0.334425428,0,0,0,1,1,none,2,0
5555,1.898070261,0,0,1,0,0,both,2,2
5556,1.135697973,0,1,0,1,0,none,0,0
5557,2.789260029,1,0,0,1,0,none,1,0
5558,0.899486151,1,0,1,0,1,both,2,2
5559,0.696552709,0,0,1,0,0,left,2,0
5560,1.164975584,0,0,0,0,1,none,1,0
5561,-0.572261076,1,1,0,0,0,none,2,0
5562,1.88251802,1,1,1,0,1,left,1,1
5563,-1.763340756,1,0,1,0,1,right,1,0
5564,2.131385988,0,0,0,1,0,none,1,0
5565,-1.401752491,1,0,1,0,1,right,1,0
5566,-2.400215513,1,0,1,1,0,right,0,2
5567,-2.031212408,1,1,0,1,1,none,1,0
5568,-2.524100665,0,0,0,1,0,none,1,1
5569,-2.793380419,1,0,1,1,0,both,0,1
5570,-0.522840414,1,1,1,0,0,left,1,1
5571,-2.131031194,0,1,0,1,0,none,1,0
5572,2.907858007,0,0,1,1,0,both,0,2
5573,-1.184628817,0,1,1,1,0,both,0,1
5574,-0.506511295,0,0,0,0,0,none,0,1
5575,-1.744878705,1,1,0,1,1,none,0,0
5576,0.059099901,0,0,1,1,0,both,1,0
5577,2.259154767,0,1,1,1,0,left,2,0
5578,0.793715508,1,0,1,0,1,right,1,0
5579,1.435028812,1,1,0,0,0,none,1,0
5580,2.213596307,0,1,0,0,0,none,0,2
5581,-1.831842873,1,0,0,0,0,none,1,0
5582,-0.140803577,1,0,1,1,0,left,2,0
5583,-2.74760904,0,0,1,1,0,both,1,1
5584,-1.875960553,1,1,1,0,0,left,0,1
5585,1.754054978,0,0,0,0,0,none,0,2
5586,-0.833732633,0,0,0,0,1,none,2,0
5587,-2.677629364,1,1,0,0,1,none,2,0
5588,-1.310861389,1,1,0,0,0,none,1,0
5589,2.346798699,1,0,0,1,0,none,0,0
5590,-1.316754608,0,1,0,1,0,none,1,0
5591,-2.521411708,1,1,1,1,0,right,0,2
5592,-1.176698235,0,0,0,1,1,none,2,0
5593,-0.930883305,0,0,1,0,1,left,1,1
5594,-2.897205972,1,0,0,0,1,none,2,0
5595,1.098244955,0,0,0,0,0,none,1,0
5596,2.021761119,0,0,0,0,1,none,2,0
5597,0.686716851,1,1,1,0,0,both,0,2
5598,2.351132311,0,0,1,1,1,left,1,1
5599,-2.523746575,0,0,0,1,0,none,1,1
5600,-2.708630251,1,0,0,0,0,none,1,0
5601,-2.83249825,0,1,1,0,0,right,0,2
5602,1.956170101,0,1,0,1,0,none,0,0
5603,-0.217708178,0,1,0,1,0,none,1,0
5604,0.411751413,1,0,0,1,0,none,2,0
5605,-0.472662955,0,0,0,0,1,none,2,0
5606,-1.92963034,0,0,1,1,1,left,0,1
5607,2.887419026,0,0,1,1,1,left,2,0
5608,1.483193546,1,0,0,1,0,none,2,0
5609,-1.038050416,0,1,0,0,1,none,1,0
5610,-2.333860413,0,1,1,1,1,left,0,1
5611,-2.884303053,0,0,0,1,0,none,0,1
5612,2.901830389,0,0,0,1,1,none,0,0
5613,-2.17989885,0,0,1,0,1,right,1,0
5614,-2.454347446,0,1,0,1,1,none,1,0
5615,0.339724744,1,0,0,0,1,none,0,0
5616,-0.933365343,1,0,0,1,1,none,2,0
5617,-1.566552526,0,1,1,0,1,left,1,1
5618,-0.927874321,0,0,0,1,0,none,0,1
5619,-1.213032017,0,0,0,1,1,none,2,0
5620,-1.467564512,1,1,0,0,0,none,2,0
5621,0.477604329,1,1,1,0,1,left,0,1
5622,-1.650833834,1,0,1,0,1,right,0,2
5623,-1.034908878,0,0,1,1,1,both,1,1
5624,-2.467249561,1,0,0,1,1,none,2,0
5625,-2.245594465,0,0,1,1,1,left,2,0
5626,0.117555632,0,1,0,1,0,none,2,0
5627,0.340621701,1,1,0,0,1,none,1,0
5628,-2.598723447,1,0,0,0,1,none,1,0
5629,-2.59739561,0,0,0,0,1,none,1,1
5630,0.804575142,0,0,0,0,1,none,2,0
5631,2.2585658,1,0,0,1,0,none,2,0
5632,-1.795634113,0,0,0,1,0,none,0,1
5633,2.940280161,0,1,0,0,1,none,1,0
5634,-1.528839531,0,0,0,1,1,none,1,1
5635,2.590371259,1,0,1,1,0,left,2,0
5636,-2.497086124,0,0,0,1,1,none,0,1
5637,0.919986292,1,0,1,0,1,right,1,0
5638,0.017474312,1,1,0,1,0,none,2,0
5639,-2.951787008,0,1,0,1,1,none,1,0
5640,1.221484668,1,0,0,0,1,none,2,0
5641,2.877581533,1,0,1,0,1,right,1,0
5642,-1.370284446,1,1,0,0,0,none,0,0
5643,0.118372511,1,1,1,1,1,left,2,0
5644,-1.942975173,1,0,0,0,0,none,1,0
5645,2.671698784,0,0,0,1,0,none,2,0
5646,2.359352484,1,0,1,1,0,both,1,0
5647,2.076177766,0,1,1,1,1,both,2,2
5648,-0.956417358,1,0,1,1,1,right,0,2
5649,-2.230883778,1,1,1,0,1,left,2,0
5650,1.113873242,1,0,1,1,1,both,1,0
5651,-2.624147668,0,0,0,0,0,none,2,0
5652,1.570725895,1,1,0,1,0,none,0,0
5653,-0.782485493,1,0,0,1,1,none,1,0
5654,-0.306143095,0,0,1,0,0,both,2,0
5655,-0.275823074,0,0,0,0,1,none,1,0
5656,-1.387497285,1,1,1,0,0,both,2,0
5657,0.359204325,1,1,1,0,1,both,1,0
5658,1.061948186,1,1,0,1,0,none,0,0
5659,2.647202421,1,0,1,1,1,left,0,1
5660,-1.317687147,0,1,0,1,1,none,2,0
5661,-1.103189012,0,0,0,0,1,none,2,0
5662,1.035842234,0,1,1,1,1,both,0,2
5663,0.294361053,0,0,1,0,1,right,2,2
5664,-2.391303109,1,1,1,0,1,left,0,1
5665,3.050124053,1,0,0,1,0,none,2,0
5666,2.566406296,1,1,0,0,1,none,2,0
5667,-2.778880478,1,0,0,0,1,none,1,0
5668,2.361792942,1,0,1,0,1,right,2,2
5669,1.955708288,0,0,1,1,0,both,2,2
5670,-0.972691482,1,0,0,1,1,none,0,0
5671,-2.367204237,1,0,0,1,0,none,2,0
5672,-2.592028001,0,0,0,0,0,none,2,0
5673,1.509571744,1,1,0,0,0,none,0,2
5674,-2.448105953,1,1,1,0,1,left,2,0
5675,-2.183822402,0,0,0,1,1,none,2,0
5676,1.556325562,0,0,0,0,1,none,2,0
5677,1.761398104,1,0,0,0,0,none,2,2
5678,-0.304908433,1,1,0,0,0,none,0,0
5679,-2.905450474,0,1,1,1,0,right,2,2
5680,1.775894499,0,0,1,0,0,right,1,0
5681,-2.454917689,1,0,1,0,0,left,0,1
5682,-2.867183851,1,0,1,1,1,right,2,2
5683,-2.705951086,1,1,1,0,0,right,0,2
5684,1.740455242,1,0,0,1,1,none,0,0
5685,0.221376609,1,1,0,0,0,none,1,0
5686,1.88697573,0,1,0,1,0,none,1,0
5687,-1.423303633,0,1,0,1,0,none,2,0
5688,1.511261263,0,1,0,0,0,none,0,2
5689,1.131217315,0,1,1,0,1,both,0,2
5690,-2.632716707,1,1,1,0,1,both,2,0
5691,-2.062387018,0,1,1,0,1,right,0,2
5692,-3.073980609,1,0,1,1,0,both,2,0
5693,0.454708511,1,1,0,0,0,none,1,0
5694,0.319979402,1,1,0,0,1,none,2,0
5695,-1.993755261,0,0,1,1,1,left,0,1
5696,2.518864022,0,1,1,1,1,left,0,1
5697,-3.107260155,1,1,1,1,1,right,2,2
5698,-2.489506116,0,1,1,1,1,right,1,0
5699,-1.686405217,0,1,0,0,1,none,2,0
5700,1.266565914,0,1,1,1,1,right,0,2
5701,-2.663520423,1,1,1,1,1,left,0,1
5702,-3.139275783,1,0,1,0,1,both,2,0
5703,-0.434503131,1,0,0,0,0,none,0,0
5704,2.572697672,0,1,1,0,0,left,1,1
5705,1.766483635,1,0,0,1,1,none,2,0
5706,1.65932259,1,0,0,1,0,none,1,0
5707,-0.684417247,1,0,0,0,0,none,0,0
5708,2.980412306,0,1,1,0,0,right,0,2
5709,1.332280701,1,1,0,0,0,none,1,0
5710,-1.092876693,0,0,1,1,1,right,1,0
5711,-0.124668891,0,1,0,0,0,none,2,0
5712,1.060281242,1,0,1,0,0,right,0,2
5713,-1.454714991,1,0,1,0,0,left,2,0
5714,-2.263847348,1,1,1,0,0,both,2,0
5715,0.235262481,1,1,1,1,0,both,2,2
5716,-3.086323622,1,0,0,1,0,none,1,0
5717,1.448134477,0,1,1,1,1,right,2,2
5718,-2.47120817,1,0,0,1,0,none,1,0
5719,-0.988927662,0,1,0,1,1,none,0,0
5720,-1.487155524,0,1,1,0,1,right,2,2
5721,-0.178873634,1,0,0,1,0,none,0,0
5722,-1.922242943,0,0,0,1,0,none,1,1
5723,2.179611147,0,0,1,1,1,both,2,2
5724,-0.270028019,1,1,1,0,1,left,0,1
5725,-2.100232561,1,0,1,0,0,right,2,2
5726,1.457571402,0,1,0,1,0,none,0,0
5727,-2.854297913,1,0,0,0,0,none,1,0
5728,0.325038332,1,0,1,0,1,both,1,0
5729,-1.196451207,1,1,1,1,1,right,1,0
5730,0.683191342,0,1,1,1,1,right,0,2
5731,0.232392478,1,0,1,0,1,left,2,0
5732,-3.026682308,0,0,0,0,1,none,0,1
5733,-2.56659871,1,1,0,0,1,none,0,0
5734,1.221828337,1,0,1,0,0,right,1,0
5735,0.726466673,0,1,1,0,1,left,1,1
5736,1.698651417,0,1,1,1,0,right,2,2
5737,0.125440221,0,1,1,0,1,right,0,2
5738,2.901265295,0,0,0,0,0,none,0,2
5739,2.220989337,0,0,1,0,0,both,0,2
5740,2.932926743,1,1,0,0,0,none,1,0
5741,1.857870095,1,1,0,1,1,none,0,0
5742,2.389896265,0,1,1,0,1,right,2,2
5743,-0.737939264,0,0,1,1,0,right,1,0
5744,-2.835170462,0,1,1,1,1,both,2,0
5745,-1.021653904,0,0,0,0,0,none,2,0
5746,2.141102787,0,1,1,0,0,right,0,2
5747,-3.129779073,1,0,0,1,1,none,2,0
5748,2.130520771,0,1,1,0,1,left,1,1
5749,-2.950903996,0,0,1,1,0,both,1,1
5750,-1.623214261,0,0,1,1,1,right,1,0
5751,-0.922886345,0,1,1,1,0,left,2,0
5752,2.255226913,1,0,0,0,0,none,0,2
5753,3.004025125,0,0,0,1,0,none,1,0
5754,-0.41753793,1,1,1,0,0,left,1,1
5755,1.893719837,1,0,1,1,1,right,2,2
5756,0.404050288,0,0,0,1,1,none,1,0
5757,0.47564634,1,0,0,1,0,none,1,0
5758,0.570082592,0,0,1,0,1,left,0,1
5759,-2.511112909,0,1,1,1,0,left,0,1
5760,-1.42661168,1,0,0,1,0,none,0,0
5761,3.000182208,0,1,1,0,1,both,1,0
5762,2.679056699,1,0,0,1,0,none,1,0
5763,2.77872389,1,0,0,0,0,none,1,0
5764,0.437720799,0,1,0,1,1,none,0,0
5765,2.347394656,0,0,1,1,1,right,1,0
5766,-2.301720314,1,0,0,1,1,none,0,0
5767,1.278012498,1,1,0,1,1,none,2,0
5768,2.82218382,1,1,1,0,0,right,0,2
5769,-1.774587869,1,0,1,1,1,right,0,2
5770,2.060285878,1,1,1,0,0,both,1,0
5771,-1.977550553,1,0,0,1,0,none,0,0
5772,-0.541025693,0,1,0,1,0,none,2,0
5773,2.261710049,1,1,0,1,0,none,2,0
5774,1.682681541,1,0,0,0,1,none,2,0
5775,2.491895998,0,0,1,0,1,both,0,2
5776,0.90913918,0,1,0,0,0,none,1,0
5777,-2.188576093,0,0,1,0,1,left,1,1
5778,2.412974966,0,1,1,1,0,both,1,0
5779,-1.130764981,0,1,0,1,1,none,0,0
5780,0.117800543,1,1,0,0,1,none,1,0
5781,1.974651969,0,0,1,1,0,left,2,0
5782,2.802851947,0,0,1,1,1,left,2,0
5783,0.584100233,1,0,0,1,1,none,1,0
5784,-1.955763325,0,0,0,1,1,none,0,1
5785,-2.956638566,0,0,1,0,1,right,2,2
5786,0.822839201,0,0,1,0,1,both,0,2
5787,2.302550544,1,1,1,1,1,both,1,0
5788,-2.975925604,1,0,0,0,1,none,2,0
5789,-1.017934547,1,0,1,1,0,both,0,1
5790,-1.093738368,1,0,0,0,1,none,0,0
5791,1.884834309,0,1,0,1,0,none,0,0
5792,1.5824609,1,1,1,0,0,right,2,2
5793,-0.354083288,0,1,0,0,0,none,1,0
5794,-1.053524533,1,0,0,0,0,none,0,0
5795,-2.68919478,0,1,1,0,1,right,0,2
5796,-2.166124085,1,1,0,1,1,none,2,0
5797,-1.161105789,1,0,0,0,1,none,0,0
5798,2.542637021,1,1,1,1,0,both,1,0
5799,-1.764500686,1,1,0,0,1,none,1,0
5800,-0.49326157,0,0,0,0,0,none,0,1
5801,-0.630319368,0,1,0,0,1,none,1,0
5802,-0.51627514,0,1,1,0,0,left,2,0
5803,-1.521306615,0,1,1,0,0,right,1,0
5804,1.507700671,1,1,0,0,0,none,0,2
5805,-1.259211388,0,1,1,0,0,left,2,0
5806,2.319232211,1,1,0,0,1,none,1,0
5807,0.466931657,1,0,1,0,1,both,0,2
5808,-1.103698955,1,0,0,0,0,none,2,0
5809,-0.338080348,1,0,0,1,1,none,2,0
5810,-2.420831912,0,1,0,0,0,none,2,0
5811,-3.037985277,1,1,0,0,1,none,0,0
5812,-1.537947067,0,1,0,0,0,none,0,0
5813,1.006697901,1,0,0,0,1,none,0,0
5814,0.13375206,0,1,1,0,0,left,0,1
5815,-1.249011911,1,0,0,0,1,none,0,0
5816,-2.152728886,0,0,0,0,1,none,0,1
5817,1.326844404,1,1,0,0,0,none,1,0
5818,-0.013463204,0,0,0,0,0,none,2,0
5819,-0.44379259,1,1,1,0,0,left,1,1
5820,3.001027401,1,1,0,1,1,none,1,0
5821,0.738726657,0,1,1,1,1,left,2,0
5822,-2.641635116,0,1,1,1,0,right,2,2
5823,-3.106111989,0,0,0,0,0,none,2,0
5824,1.761954197,0,1,1,0,1,left,1,1
5825,-0.806349956,0,0,0,0,0,none,0,1
5826,1.103256905,0,1,0,0,0,none,2,2
5827,-2.804218048,0,1,1,0,1,left,2,0
5828,-1.10602861,1,1,0,1,1,none,0,0
5829,-2.590764046,1,1,0,1,1,none,0,0
5830,-1.770819405,0,0,1,1,1,right,2,2
5831,1.580544885,1,0,1,0,0,both,1,0
5832,1.595989656,0,0,0,1,0,none,0,0
5833,0.762405714,1,0,0,0,1,none,1,0
5834,-0.7101342,0,1,1,0,0,left,0,1
5835,0.809247428,0,1,0,0,0,none,1,0
5836,-0.383780261,1,1,1,0,0,left,0,1
5837,-0.840250793,1,0,0,0,1,none,1,0
5838,1.450403084,1,0,0,0,1,none,0,0
5839,1.921495281,0,1,0,0,1,none,1,0
5840,-1.183254723,1,1,0,0,1,none,2,0
5841,-0.929427692,0,0,0,1,1,none,1,1
5842,-3.101195944,1,0,0,0,0,none,2,0
5843,-0.256712283,0,0,0,1,1,none,2,0
5844,0.175104217,0,1,0,1,1,none,0,0
5845,0.542369397,0,1,1,1,0,right,2,2
5846,0.667945838,0,0,1,0,0,both,1,0
5847,0.911447187,0,0,0,0,1,none,1,0
5848,-1.940765135,1,0,0,0,0,none,1,0
5849,-2.878536415,1,1,1,0,0,left,2,0
5850,1.419674204,1,0,1,0,0,both,1,0
5851,-2.777959657,1,1,0,0,1,none,0,0
5852,1.622586165,0,1,1,0,0,both,2,2
5853,-1.261381779,0,1,0,0,0,none,1,0
5854,-2.492719358,0,1,1,0,0,both,1,1
5855,-0.110201208,0,1,0,1,0,none,2,0
5856,1.694046688,1,1,1,1,0,right,2,2
5857,1.316454586,0,0,0,0,0,none,2,2
5858,-0.125979801,0,1,1,1,1,both,0,1
5859,2.669985233,1,0,1,1,1,right,0,2
5860,-1.410657595,1,0,0,0,1,none,0,0
5861,-2.063552031,0,1,1,0,0,right,0,2
5862,2.366827646,1,1,1,0,1,left,2,0
5863,0.542147641,1,0,0,0,0,none,1,0
5864,-0.834514929,0,0,1,0,1,left,2,0
5865,-0.367544495,0,0,0,1,1,none,2,0
5866,0.88731312,1,1,1,1,0,right,2,2
5867,2.267440033,0,0,1,0,1,left,2,0
5868,-2.812286676,0,0,0,1,1,none,1,1
5869,-0.689443456,0,0,1,1,0,right,0,2
5870,-0.436733931,1,1,1,1,1,right,2,2
5871,2.721759285,1,1,0,1,1,none,1,0
5872,-3.070608263,1,0,1,1,1,right,2,2
5873,-1.879411381,1,0,0,0,0,none,1,0
5874,-1.3712743,0,1,1,1,1,left,2,0
5875,-1.099327632,0,1,0,0,1,none,0,0
5876,0.739495102,1,0,1,1,1,left,0,1
5877,-2.282748264,0,1,1,0,0,right,1,0
5878,-1.341871616,0,1,0,1,1,none,1,0
5879,1.864362201,0,1,1,1,0,left,0,1
5880,0.578950836,0,0,1,1,1,both,2,2
5881,-1.411364943,0,1,0,0,0,none,2,0
5882,2.827972876,0,0,1,0,1,both,2,2
5883,1.735028761,1,1,0,1,1,none,1,0
5884,1.135568648,1,1,0,0,0,none,1,0
5885,0.230181743,1,0,1,0,0,right,1,0
5886,-0.826890093,0,1,1,1,0,left,2,0
5887,2.027204156,1,0,0,0,0,none,1,0
5888,0.190273854,0,1,0,1,0,none,2,0
5889,-1.44049797,0,1,1,1,1,both,1,1
5890,2.766323467,1,0,1,1,1,right,2,2
5891,2.814753512,1,0,0,1,0,none,2,0
5892,2.981513121,0,0,0,0,0,none,2,2
5893,-0.473421289,0,1,0,1,0,none,2,0
5894,1.832589058,1,1,0,1,1,none,0,0
5895,-1.669919509,0,1,1,0,0,left,0,1
5896,-1.976047663,0,0,0,1,0,none,0,1
5897,-2.721341872,1,0,0,1,0,none,0,0
5898,-0.703622287,0,0,1,0,1,left,1,1
5899,0.539293689,1,0,1,1,1,left,2,0
5900,-1.793063682,0,1,0,1,0,none,0,0
5901,2.61900093,0,0,1,1,1,both,2,2
5902,-1.886701958,1,1,1,1,0,left,1,1
5903,1.356694055,1,1,0,0,0,none,1,0
5904,-1.023696208,0,0,0,0,1,none,1,1
5905,-1.073075605,0,1,1,0,1,left,0,1
5906,1.119923299,0,0,0,0,1,none,1,0
5907,-2.39242563,1,0,0,0,1,none,1,0
5908,-2.07413076,1,1,0,0,1,none,0,0
5909,2.413907812,0,0,0,1,1,none,2,0
5910,-2.210784114,1,0,0,0,1,none,2,0
5911,1.841384,0,1,0,0,0,none,2,2
5912,-0.436513774,1,0,0,1,1,none,0,0
5913,0.308699936,1,0,0,1,1,none,1,0
5914,-0.965591588,0,1,1,1,0,both,0,1
5915,1.411355754,1,1,0,1,1,none,0,0
5916,1.245216521,0,0,1,0,1,left,0,1
5917,-2.249589279,1,0,0,0,0,none,2,0
5918,2.461150052,0,0,0,0,1,none,1,0
5919,-1.135986588,0,1,1,1,0,left,1,1
5920,-1.000433093,1,0,0,0,0,none,0,0
5921,2.443007351,0,0,1,0,1,right,1,0
5922,-2.251180165,1,0,0,0,1,none,2,0
5923,-0.182437902,0,1,1,0,1,right,1,0
5924,-1.310255195,1,0,1,1,0,both,1,1
5925,-1.530887268,0,1,0,0,1,none,2,0
5926,3.024640686,0,1,1,0,1,left,0,1
5927,2.730524868,1,0,0,0,0,none,1,0
5928,-2.428524447,0,0,1,1,0,left,1,1
5929,-0.65174519,1,1,0,1,1,none,2,0
5930,0.755355447,0,0,0,0,1,none,1,0
5931,-0.1704379,0,0,1,1,1,left,2,0
5932,0.281598497,0,1,1,0,1,right,1,0
5933,-0.326838782,0,0,1,0,0,right,0,2
5934,-0.1155328,1,1,0,0,0,none,1,0
5935,1.196413781,1,0,0,0,0,none,1,0
5936,1.903280737,0,1,1,1,1,right,2,2
5937,3.031387307,1,0,1,1,0,both,1,0
5938,-0.339986022,0,1,1,0,0,both,1,1
5939,2.75966077,0,0,0,1,0,none,1,0
5940,-1.992351342,0,0,1,0,1,left,2,0
